state,district,year,Kharif (June-October),Rabi (October-March),Zaid (March-June),Year Avg-Rainfall
Tamil Nadu,DINDIGUL,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,DINDIGUL,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,DINDIGUL,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,DINDIGUL,2009,68.5,88.65,46.05,928.5
Tamil Nadu,DINDIGUL,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,DINDIGUL,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,DINDIGUL,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,DINDIGUL,2013,89.88,59.7,36.725,741.9
Tamil Nadu,ERODE,1997,91.16,95.5,35.975,950.5
Tamil Nadu,ERODE,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,ERODE,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,ERODE,2000,104.84,78.66666667,39.475,972
Tamil Nadu,ERODE,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,ERODE,2002,37.58,30.33333333,17.35,318
Tamil Nadu,ERODE,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,ERODE,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,ERODE,2005,123.06,137,67.175,1365.3
Tamil Nadu,ERODE,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,ERODE,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,ERODE,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,ERODE,2009,68.5,88.65,46.05,928.5
Tamil Nadu,ERODE,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,ERODE,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,ERODE,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,ERODE,2013,89.88,59.7,36.725,741.9
Tamil Nadu,KANCHIPURAM,1997,91.16,95.5,35.975,950.5
Tamil Nadu,KANCHIPURAM,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,KANCHIPURAM,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,KANCHIPURAM,2000,104.84,78.66666667,39.475,972
Tamil Nadu,KANCHIPURAM,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,KANCHIPURAM,2002,37.58,30.33333333,17.35,318
Tamil Nadu,KANCHIPURAM,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,KANCHIPURAM,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,KANCHIPURAM,2005,123.06,137,67.175,1365.3
Tamil Nadu,KANCHIPURAM,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,KANCHIPURAM,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,KANCHIPURAM,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,KANCHIPURAM,2009,68.5,88.65,46.05,928.5
Tamil Nadu,KANCHIPURAM,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,KANCHIPURAM,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,KANCHIPURAM,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,KANCHIPURAM,2013,89.88,59.7,36.725,741.9
Tamil Nadu,KANNIYAKUMARI,1997,91.16,95.5,35.975,950.5
Tamil Nadu,KANNIYAKUMARI,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,KANNIYAKUMARI,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,KANNIYAKUMARI,2000,104.84,78.66666667,39.475,972
Tamil Nadu,KANNIYAKUMARI,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,KANNIYAKUMARI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,KANNIYAKUMARI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,KANNIYAKUMARI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,KANNIYAKUMARI,2005,123.06,137,67.175,1365.3
Tamil Nadu,KANNIYAKUMARI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,KANNIYAKUMARI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,KANNIYAKUMARI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,KANNIYAKUMARI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,KANNIYAKUMARI,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,KANNIYAKUMARI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,KANNIYAKUMARI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,KANNIYAKUMARI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,KARUR,1997,91.16,95.5,35.975,950.5
Tamil Nadu,KARUR,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,KARUR,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,KARUR,2000,104.84,78.66666667,39.475,972
Tamil Nadu,KARUR,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,KARUR,2002,37.58,30.33333333,17.35,318
Tamil Nadu,KARUR,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,KARUR,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,KARUR,2005,123.06,137,67.175,1365.3
Tamil Nadu,KARUR,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,KARUR,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,KARUR,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,KARUR,2009,68.5,88.65,46.05,928.5
Tamil Nadu,KARUR,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,KARUR,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,KARUR,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,KARUR,2013,89.88,59.7,36.725,741.9
Tamil Nadu,KRISHNAGIRI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,KRISHNAGIRI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,KRISHNAGIRI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,KRISHNAGIRI,2005,123.06,137,67.175,1365.3
Tamil Nadu,KRISHNAGIRI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,KRISHNAGIRI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,KRISHNAGIRI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,KRISHNAGIRI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,KRISHNAGIRI,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,KRISHNAGIRI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,KRISHNAGIRI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,KRISHNAGIRI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,MADURAI,1997,91.16,95.5,35.975,950.5
Tamil Nadu,MADURAI,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,MADURAI,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,MADURAI,2000,104.84,78.66666667,39.475,972
Tamil Nadu,MADURAI,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,MADURAI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,MADURAI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,MADURAI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,MADURAI,2005,123.06,137,67.175,1365.3
Tamil Nadu,MADURAI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,MADURAI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,MADURAI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,MADURAI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,MADURAI,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,MADURAI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,MADURAI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,MADURAI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,NAGAPATTINAM,1997,91.16,95.5,35.975,950.5
Tamil Nadu,NAGAPATTINAM,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,NAGAPATTINAM,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,NAGAPATTINAM,2000,104.84,78.66666667,39.475,972
Tamil Nadu,NAGAPATTINAM,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,NAGAPATTINAM,2002,37.58,30.33333333,17.35,318
Tamil Nadu,NAGAPATTINAM,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,NAGAPATTINAM,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,NAGAPATTINAM,2005,123.06,137,67.175,1365.3
Tamil Nadu,NAGAPATTINAM,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,NAGAPATTINAM,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,NAGAPATTINAM,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,NAGAPATTINAM,2009,68.5,88.65,46.05,928.5
Tamil Nadu,NAGAPATTINAM,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,NAGAPATTINAM,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,NAGAPATTINAM,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,NAGAPATTINAM,2013,89.88,59.7,36.725,741.9
Tamil Nadu,NAMAKKAL,1997,91.16,95.5,35.975,950.5
Tamil Nadu,NAMAKKAL,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,NAMAKKAL,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,NAMAKKAL,2000,104.84,78.66666667,39.475,972
Tamil Nadu,NAMAKKAL,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,NAMAKKAL,2002,37.58,30.33333333,17.35,318
Tamil Nadu,NAMAKKAL,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,NAMAKKAL,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,NAMAKKAL,2005,123.06,137,67.175,1365.3
Tamil Nadu,NAMAKKAL,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,NAMAKKAL,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,NAMAKKAL,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,NAMAKKAL,2009,68.5,88.65,46.05,928.5
Tamil Nadu,NAMAKKAL,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,NAMAKKAL,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,NAMAKKAL,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,NAMAKKAL,2013,89.88,59.7,36.725,741.9
Tamil Nadu,PERAMBALUR,1997,91.16,95.5,35.975,950.5
Tamil Nadu,PERAMBALUR,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,PERAMBALUR,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,PERAMBALUR,2000,104.84,78.66666667,39.475,972
Tamil Nadu,PERAMBALUR,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,PERAMBALUR,2002,37.58,30.33333333,17.35,318
Tamil Nadu,PERAMBALUR,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,PERAMBALUR,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,PERAMBALUR,2005,123.06,137,67.175,1365.3
Tamil Nadu,PERAMBALUR,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,PERAMBALUR,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,PERAMBALUR,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,PERAMBALUR,2009,68.5,88.65,46.05,928.5
Tamil Nadu,PERAMBALUR,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,PERAMBALUR,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,PERAMBALUR,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,PERAMBALUR,2013,89.88,59.7,36.725,741.9
Tamil Nadu,PUDUKKOTTAI,1997,91.16,95.5,35.975,950.5
Tamil Nadu,PUDUKKOTTAI,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,PUDUKKOTTAI,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,PUDUKKOTTAI,2000,104.84,78.66666667,39.475,972
Tamil Nadu,PUDUKKOTTAI,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,PUDUKKOTTAI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,PUDUKKOTTAI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,PUDUKKOTTAI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,PUDUKKOTTAI,2005,123.06,137,67.175,1365.3
Tamil Nadu,PUDUKKOTTAI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,PUDUKKOTTAI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,PUDUKKOTTAI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,PUDUKKOTTAI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,PUDUKKOTTAI,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,PUDUKKOTTAI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,PUDUKKOTTAI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,PUDUKKOTTAI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,RAMANATHAPURAM,1997,91.16,95.5,35.975,950.5
Tamil Nadu,RAMANATHAPURAM,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,RAMANATHAPURAM,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,RAMANATHAPURAM,2000,104.84,78.66666667,39.475,972
Tamil Nadu,RAMANATHAPURAM,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,RAMANATHAPURAM,2002,37.58,30.33333333,17.35,318
Tamil Nadu,RAMANATHAPURAM,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,RAMANATHAPURAM,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,RAMANATHAPURAM,2005,123.06,137,67.175,1365.3
Tamil Nadu,RAMANATHAPURAM,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,RAMANATHAPURAM,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,RAMANATHAPURAM,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,RAMANATHAPURAM,2009,68.5,88.65,46.05,928.5
Tamil Nadu,RAMANATHAPURAM,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,RAMANATHAPURAM,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,RAMANATHAPURAM,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,RAMANATHAPURAM,2013,89.88,59.7,36.725,741.9
Tamil Nadu,SALEM,1997,91.16,95.5,35.975,950.5
Tamil Nadu,SALEM,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,SALEM,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,SALEM,2000,104.84,78.66666667,39.475,972
Tamil Nadu,SALEM,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,SALEM,2002,37.58,30.33333333,17.35,318
Tamil Nadu,SALEM,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,SALEM,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,SALEM,2005,123.06,137,67.175,1365.3
Tamil Nadu,SALEM,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,SALEM,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,SALEM,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,SALEM,2009,68.5,88.65,46.05,928.5
Tamil Nadu,SALEM,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,SALEM,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,SALEM,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,SALEM,2013,89.88,59.7,36.725,741.9
Tamil Nadu,SIVAGANGA,1997,91.16,95.5,35.975,950.5
Tamil Nadu,SIVAGANGA,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,SIVAGANGA,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,SIVAGANGA,2000,104.84,78.66666667,39.475,972
Tamil Nadu,SIVAGANGA,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,SIVAGANGA,2002,37.58,30.33333333,17.35,318
Tamil Nadu,SIVAGANGA,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,SIVAGANGA,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,SIVAGANGA,2005,123.06,137,67.175,1365.3
Tamil Nadu,SIVAGANGA,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,SIVAGANGA,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,SIVAGANGA,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,SIVAGANGA,2009,68.5,88.65,46.05,928.5
Tamil Nadu,SIVAGANGA,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,SIVAGANGA,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,SIVAGANGA,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,SIVAGANGA,2013,89.88,59.7,36.725,741.9
Tamil Nadu,THANJAVUR,1997,91.16,95.5,35.975,950.5
Tamil Nadu,THANJAVUR,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,THANJAVUR,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,THANJAVUR,2000,104.84,78.66666667,39.475,972
Tamil Nadu,THANJAVUR,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,THANJAVUR,2002,37.58,30.33333333,17.35,318
Tamil Nadu,THANJAVUR,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,THANJAVUR,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,THANJAVUR,2005,123.06,137,67.175,1365.3
Tamil Nadu,THANJAVUR,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,THANJAVUR,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,THANJAVUR,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,THANJAVUR,2009,68.5,88.65,46.05,928.5
Tamil Nadu,THANJAVUR,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,THANJAVUR,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,THANJAVUR,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,THANJAVUR,2013,89.88,59.7,36.725,741.9
Tamil Nadu,THE NILGIRIS,1997,91.16,95.5,35.975,950.5
Tamil Nadu,THE NILGIRIS,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,THE NILGIRIS,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,THE NILGIRIS,2000,104.84,78.66666667,39.475,972
Tamil Nadu,THE NILGIRIS,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,THE NILGIRIS,2002,37.58,30.33333333,17.35,318
Tamil Nadu,THE NILGIRIS,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,THE NILGIRIS,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,THE NILGIRIS,2005,123.06,137,67.175,1365.3
Tamil Nadu,THE NILGIRIS,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,THE NILGIRIS,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,THE NILGIRIS,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,THE NILGIRIS,2009,68.5,88.65,46.05,928.5
Tamil Nadu,THE NILGIRIS,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,THE NILGIRIS,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,THE NILGIRIS,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,THE NILGIRIS,2013,89.88,59.7,36.725,741.9
Tamil Nadu,THENI,1997,91.16,95.5,35.975,950.5
Tamil Nadu,THENI,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,THENI,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,THENI,2000,104.84,78.66666667,39.475,972
Tamil Nadu,THENI,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,THENI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,THENI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,THENI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,THENI,2005,123.06,137,67.175,1365.3
Tamil Nadu,THENI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,THENI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,THENI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,THENI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,THENI,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,THENI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,THENI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,THENI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,THIRUVALLUR,1997,91.16,95.5,35.975,950.5
Tamil Nadu,THIRUVALLUR,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,THIRUVALLUR,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,THIRUVALLUR,2000,104.84,78.66666667,39.475,972
Tamil Nadu,THIRUVALLUR,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,THIRUVALLUR,2002,37.58,30.33333333,17.35,318
Tamil Nadu,THIRUVALLUR,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,THIRUVALLUR,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,THIRUVALLUR,2005,123.06,137,67.175,1365.3
Tamil Nadu,THIRUVALLUR,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,THIRUVALLUR,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,THIRUVALLUR,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,THIRUVALLUR,2009,68.5,88.65,46.05,928.5
Tamil Nadu,THIRUVALLUR,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,THIRUVALLUR,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,THIRUVALLUR,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,THIRUVALLUR,2013,89.88,59.7,36.725,741.9
Tamil Nadu,THIRUVARUR,1997,91.16,95.5,35.975,950.5
Tamil Nadu,THIRUVARUR,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,THIRUVARUR,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,THIRUVARUR,2000,104.84,78.66666667,39.475,972
Tamil Nadu,THIRUVARUR,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,THIRUVARUR,2002,37.58,30.33333333,17.35,318
Tamil Nadu,THIRUVARUR,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,THIRUVARUR,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,THIRUVARUR,2005,123.06,137,67.175,1365.3
Tamil Nadu,THIRUVARUR,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,THIRUVARUR,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,THIRUVARUR,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,THIRUVARUR,2009,68.5,88.65,46.05,928.5
Tamil Nadu,THIRUVARUR,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,THIRUVARUR,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,THIRUVARUR,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,THIRUVARUR,2013,89.88,59.7,36.725,741.9
Tamil Nadu,TIRUCHIRAPPALLI,1997,91.16,95.5,35.975,950.5
Tamil Nadu,TIRUCHIRAPPALLI,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,TIRUCHIRAPPALLI,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,TIRUCHIRAPPALLI,2000,104.84,78.66666667,39.475,972
Tamil Nadu,TIRUCHIRAPPALLI,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,TIRUCHIRAPPALLI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,TIRUCHIRAPPALLI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,TIRUCHIRAPPALLI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,TIRUCHIRAPPALLI,2005,123.06,137,67.175,1365.3
Tamil Nadu,TIRUCHIRAPPALLI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,TIRUCHIRAPPALLI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,TIRUCHIRAPPALLI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,TIRUCHIRAPPALLI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,TIRUCHIRAPPALLI,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,TIRUCHIRAPPALLI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,TIRUCHIRAPPALLI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,TIRUCHIRAPPALLI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,TIRUNELVELI,1997,91.16,95.5,35.975,950.5
Tamil Nadu,TIRUNELVELI,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,TIRUNELVELI,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,TIRUNELVELI,2000,104.84,78.66666667,39.475,972
Tamil Nadu,TIRUNELVELI,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,TIRUNELVELI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,TIRUNELVELI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,TIRUNELVELI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,TIRUNELVELI,2005,123.06,137,67.175,1365.3
Tamil Nadu,TIRUNELVELI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,TIRUNELVELI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,TIRUNELVELI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,TIRUNELVELI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,TIRUNELVELI,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,TIRUNELVELI,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,TIRUNELVELI,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,TIRUNELVELI,2013,89.88,59.7,36.725,741.9
Tamil Nadu,TIRUPPUR,2009,68.5,88.65,46.05,928.5
Tamil Nadu,TIRUPPUR,2010,102.7,102.5166667,46.675,1095.2
Tamil Nadu,TIRUPPUR,2011,101.36,82.56666667,47.225,926.5
Tamil Nadu,TIRUPPUR,2012,98.94,49.88333333,27.5,636.1
Tamil Nadu,TIRUPPUR,2013,89.88,59.7,36.725,741.9
Tamil Nadu,TIRUVANNAMALAI,1997,91.16,95.5,35.975,950.5
Tamil Nadu,TIRUVANNAMALAI,1998,108.86,96.8,31.625,1079.7
Tamil Nadu,TIRUVANNAMALAI,1999,103.7,90.26666667,45.425,922.6
Tamil Nadu,TIRUVANNAMALAI,2000,104.84,78.66666667,39.475,972
Tamil Nadu,TIRUVANNAMALAI,2001,43.82,32.51666667,47.925,483.4
Tamil Nadu,TIRUVANNAMALAI,2002,37.58,30.33333333,17.35,318
Tamil Nadu,TIRUVANNAMALAI,2003,44.52,29.16666667,19.35,348.5
Tamil Nadu,TIRUVANNAMALAI,2004,136.86,84.51666667,35.375,1037.6
Tamil Nadu,TIRUVANNAMALAI,2005,123.06,137,67.175,1365.3
Tamil Nadu,TIRUVANNAMALAI,2006,104.18,91.58333333,51.85,927.9
Tamil Nadu,TIRUVANNAMALAI,2007,129.72,94.08333333,44.45,1067.2
Tamil Nadu,TIRUVANNAMALAI,2008,112.82,132.8,75.25,1203.4
Tamil Nadu,TIRUVANNAMALAI,2009,68.5,88.65,46.05,928.5
Tamil Nadu,TIRUVANNAMALAI,2010,102.7,102.5166667,46.675,1095.2
